"global_run_id","run_id","accuracy","sensibilidad","especificidad","kappa","energy_consumed","gen_bacthsize","gen_epochs","gen_lr","gen_act_1","gen_act_2","gen_act_3","initdate","enddate","duration","co2_emissions","meter","cpu_energy","gpu_energy","ram_energy","tracking_mode","gpu_usage","architecture","epochs_reached"
"167508c4-a726-4278-9286-585e50c1af07","45677b35-de34-4f0f-a739-ca0bdc876d7f",67.592354,0,0,0.6399218,0.106357135,64,90,0.001,"","","","2024-03-18T01:54:30","2024-03-18T02:14:25",1195.0,,openzmeter,0.0,0.0,0.0,machine,0,alexnet,81
"167508c4-a726-4278-9286-585e50c1af07","6338b464-f707-4b49-9cd0-5e9c1d626665",67.592354,0,0,0.6399218,0.0815286,64,90,0.001,"","","","2024-03-18T01:54:30","2024-03-18T02:14:26",1195.7639,0.015805379,codecarbon_filter,0.020155227,0.045555755,0.01581761,machine,0,alexnet,81
"167508c4-a726-4278-9286-585e50c1af07",e6278c3b-3dc1-4a8f-a831-af9ecb33655d,67.592354,0,0,0.6399218,0.06765976,64,90,0.001,"","","","2024-03-18T01:54:29","2024-03-18T02:14:26",1196.0878,0.013116724,codecarbon_proc_filter,0.02015878,0.045561496,0.0019394858,process,0,alexnet,81
"167508c4-a726-4278-9286-585e50c1af07","9e106b1a-49f1-43ef-a6ca-9c2da271d623",67.592354,0,0,0.6399218,0.07689558,64,90,0.001,"","","","2024-03-18T01:54:30","2024-03-18T02:14:26",1195.929,0.014907208,codecarbon_proc,0.020019986,0.054863863,0.0020117338,process,0,alexnet,81
"204522d9-26a4-4bc4-8092-68540975350f",b55ab56b-a8e5-44db-a3d8-7ec1c532bc6b,81.83439,0,0,0.7981489,0.10181369,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:57",1200.9562,0.019737907,codecarbon_proc,0.01995033,0.0797776,0.0020857572,process,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f",fa9d6c9b-ec68-4ed6-ba77-2dd11016144a,81.83439,0,0,0.7981489,0.09254973,64,90,0.001,"","","","2024-03-19T16:40:55","2024-03-19T17:00:57",1201.1309,0.017941969,codecarbon_proc_filter,0.020079397,0.070444904,0.0020254261,process,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f","24d9cc5c-a341-42fc-9890-992539649ac6",81.83439,0,0,0.7981489,0.10645583,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:57",1200.7714,0.020637847,codecarbon_filter,0.019946575,0.07043651,0.01607275,machine,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f",af6d04a1-fad2-4955-87d0-213fcc335ca1,81.83439,0,0,0.7981489,0.11558323,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:57",1200.5616,0.022407312,codecarbon,0.019942941,0.07976615,0.015874146,machine,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f","1d7319d2-a892-4fc2-b721-c423fbe84c26",81.83439,0,0,0.7981489,0.14475879,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:56",1200.0,0.024469223,carbontracker_proc,0.0,0.0,0.0,process,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f","1d7319d2-a892-4fc2-b721-c423fbe84c26",81.83439,0,0,0.7981489,0.15990704,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:56",1200.0,0.0270298,carbontracker,0.0,0.0,0.0,machine,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f",af7be714-e031-4cc0-bb8f-65bd21c84f26,81.83439,0,0,0.7981489,0.0855569,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:55",1199.9995,0.017069886,eco2ai,0.0,0.0,0.0,process,0,resnet18,68
"204522d9-26a4-4bc4-8092-68540975350f","7c376b17-0b88-4224-bfeb-e67ac8de5775",81.83439,0,0,0.7981489,0.13406087,64,90,0.001,"","","","2024-03-19T16:40:56","2024-03-19T17:00:56",1200.0,,openzmeter,0.0,0.0,0.0,machine,0,resnet18,68
"27bfba44-00c4-4355-a3e6-7636fafae56f",b2e0e017-b931-490a-911c-13410c3d32e4,67.592354,0,0,0.6399218,0.0968197,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:02",1202.0,0.016365863,carbontracker_proc,0.0,0.0,0.0,process,0,alexnet,81
"27bfba44-00c4-4355-a3e6-7636fafae56f","96766fc9-4cbb-4761-ada0-effe128d5868",67.592354,0,0,0.6399218,0.06792716,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:04",1203.395,0.013168563,codecarbon_proc_filter,0.020316081,0.045676503,0.0019345739,process,0,alexnet,81
"27bfba44-00c4-4355-a3e6-7636fafae56f",b2e0e017-b931-490a-911c-13410c3d32e4,67.592354,0,0,0.6399218,0.12274086,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:02",1202.0,0.019648708,carbontracker,0.0,0.0,0.0,machine,0,alexnet,81
"27bfba44-00c4-4355-a3e6-7636fafae56f","9e78ecd5-cca9-4f93-b739-bebc4bde4f20",67.592354,0,0,0.6399218,0.060821574,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:02",1202.131,0.0121348165,eco2ai,0.0,0.0,0.0,process,0,alexnet,81
"27bfba44-00c4-4355-a3e6-7636fafae56f","1b36027d-7860-4baa-9b1b-435c8aeff92b",67.592354,0,0,0.6399218,0.07734087,64,90,0.001,"","","","2024-03-18T03:18:00","2024-03-18T03:38:04",1203.1718,0.0149935335,codecarbon_proc,0.020313751,0.05505715,0.001969974,process,0,alexnet,81
